question,answer,school,stage,category,risk_level,source_url,updated_at
What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,"The University may consider deferring the due date for you to submit the official transcript(s). Please write to the Taught Postgraduate Studies Section at hkbu_tpg@hkbu.edu.hk and provide the following information for the University’s consideration: 1. An explanation stating the reason(s) for the delay (please quote your full name and application number for reference); 2. State the earliest possible date for the Taught Postgraduate Studies Section to receive the official transcript(s); and 3. Attach relevant supporting document(s). The Taught Postgraduate Studies Section shall inform you of the result through email in one week upon receipt of your application. Please note that if you do not receive the approval to defer your official transcript’s submission and we cannot receive your official transcript(s) by 31 July or by the due date as specified on your Admission Offer Letter, your admission offer will be cancelled.",HKBU,general,offer_acceptance,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
Do I need to apply for a student visa?,Please refer to your Admission Offer Letter (see Screen below) to check whether you are required to apply for a student visa. [Click to Enlarge],HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
I have a valid permit issued by the Immigration Department. Do I still need to apply for student visa?,"Please refer to your Admission Offer Letter to check whether you are required to apply for a student visa (please refer to Q10 above). Non-local students should possess a valid visa/entry permit to stay and study in Hong Kong during the entire study period of the enrolled study programme. Students may be required to provide the documentary proof of their eligibility to stay and study in Hong Kong when necessary. Without a valid visa/entry permit, students will be required to officially withdraw from the programme.",HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
When and how should I apply for a student visa?,"You will receive an invitation email for activating the account at the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) about one week after you have settled the admission confirmation fee. Please wait for this email before action. As the Immigration Department of Hong Kong Special Administrative Region normally takes at least two months to process a visa application, you should complete your visa application via the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) starting from 1 April to 31 July. To better prepare for your student visa application, please carefully read through the application flow chart (https://ar.hkbu.edu.hk/f/upload/5260/visa_flow_tpg.jpg) and check the documents required (https://ar.hkbu.edu.hk/tpg-studies/faq/tpg-studies/prospective-student/apply-for-student-visa)",HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
I have not received my degree certificate. Can I apply for student visa first?,Yes. Please submit your student visa application via the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) . You may upload a copy of the degree certificate to the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) by the due date specified on the Admission Offer Letter.,HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
"I have not applied for Exit-Entry Permit for Travelling to and from Hong Kong and Macao (往來港澳通行證) (EEP), or my EEP has not been renewed. Can I apply for student visa first?",Yes. EEP is not a required document for student visa application.,HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
"I have accepted the admission offer and paid the admission confirmation fee; however, I cannot register at the University Student Visa Application System. What should I do?","Once you have accepted the admission offer and paid the admission confirmation fee, it takes around one week for the University to update your status. Upon confirmation of your status, you will receive an invitation email for activating your personal account at the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) for visa application. For first time activation, please do it through the email link. You need your student number (see Screen below) and the email address (i.e. the records in the Online Application System) for activating your account at the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) [Click to Enlarge]",HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,The Taught Postgraduate Studies Section will process visa applications in one month upon receipt of the original Form ID995A (sample forms for reference: Mainland (https://ar.hkbu.edu.hk/f/upload/5260/Mainland_visaapp_sample.pdf) Overseas (https://ar.hkbu.edu.hk/f/upload/5260/Guideline_for_student_visa_application__overseas_.pdf) ) and relevant supporting documents. The University will contact you by email in case any document is missing.,HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
How can I check my visa application status?,"You may log in to the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf) (Application Details --> Student Visa) (see Screen below). The submission date of your application from Taught Postgraduate Studies Section to the Hong Kong Immigration Department, and the sent date of the notification email from Taught Postgraduate Studies Section to you containing your Application Reference Number (ARN), will be timely updated for your reference. [Click to Enlarge]",HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
How will I receive my student visa label?,"After the issuance by the Immigration Department (""ImmD"") of Hong Kong Special Administrative Region (HKSAR), the Taught Postgraduate Studies Section will send the Application Reference Number (ARN) to your email address for you to download your ""e-Visa"" through the GovHK website or the ImmD Mobile Application.",HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
How do I activate my student visa in Hong Kong?,"You should present your visa/entry permit label and travel document at the Immigration Counter upon you arrival to Hong Kong. Please see in the table below of the documents required for entry to Hong Kong. Please make sure that the Immigration Officer issues a landing slip which bears your English name, travel document number, name of the University, arrival date to Hong Kong, and conditions and limit of stay in Hong Kong. You will not be allowed to register for studies at the University if you cannot show the landing slip on the Registration Day. International Students Students from Macao Students from China Travel Document Passport Visit Permit for Resident of Macao to HKSAR (澳門居民往來香港特別行政區旅遊證) Exit-entry Permit (EEP) for Travelling to and from Hong Kong and Macao (中華人民共和國往来港澳通行證) Visa/entry permit label To be affixed onto a blank page of your Passport for presentation to the Immigration Officer at the Immigration Counter upon your arrival to Hong Kong. To be affixed onto a blank page of your Visit Permit for Resident of Macao to HKSAR for presentation to the Immigration Officer at the Immigration Counter upon your arrival to Hong Kong.",HKBU,general,visa,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
How to upload my photo for my student card?,"You will receive an invitation email for activating the account at the University Student Card Photo Upload System (https://arphoto.hkbu.edu.hk/) about one week after you have settled the admission confirmation fee. Please wait for this email before action. After receiving the invitation email, you can access the University Student Card Photo Upload System (https://arphoto.hkbu.edu.hk/) with your application number (""TXX"" + last 6 digits of the number) and the email address you registered at the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf)",HKBU,general,payment,medium,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,"There are specific requirements for uploading the photo. Before you do so, please check if: 1. You are using Internet Explorer to access the University Student Card Photo Upload System. 2. Your photo is in JPEG format, with a file size between 200KB - 2MB. 3. You attempt to upload the photo for no more than five times per account. If you have any questions, please write to the Taught Postgraduate Studies Section at hkbu_tpg@hkbu.edu.hk, together with the screen capture and/or the error message for handling. Please be reminded to quote your full name and application number for easy reference.",HKBU,general,general,low,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
When will I receive the student card?,The student card will be distributed to our newly admitted students who have completed the student registration.,HKBU,general,registration,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
Can I apply for student accommodation?,"For information on accommodation, please visit the website of the Office of Student Affairs (http://sa.hkbu.edu.hk/sas/)",HKBU,general,housing,medium,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
Where can I obtain the reference list/course materials/class schedule to prepare for my studies?,"For information about the course materials/reference list, please refer to the programme website. For information about the course enrolment and class schedules, please refer to the Taught Postgraduate Studies Section programme website. Details will also be announced via email before the programme commencement.",HKBU,general,registration,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
When will I graduate?,The awarding of a postgraduate degree is on the basis of fulfilment of the graduation requirements and the approval of the Senate. Students having all grades finalised and meeting the graduation requirements will be recommended for graduation by the department/programme for approval by the Senate via the Taught Postgraduate Studies Committee and Quality Assurance Committee. Please click here (https://ar.hkbu.edu.hk/graduate-services/commencement/diploma-issuance-and-collection-schedule) for the Schedules for Graduation and Diploma Issuance.,HKBU,general,general,low,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
What happens if the University cancels the programme after I have accepted the offer and paid the fees?,The University reserves the right to cancel any programmes in which case all fees paid will be refunded.,HKBU,general,offer_acceptance,high,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,2026-06-29
When will the application information be available?,Please note that application information for admission to most taught postgraduate programmes will usually be available from October/November onwards every year. Some postgraduate programmes will be open for application earlier. Please stay tune to the announcement of individual faculties/departments.,HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
Where can I obtain the application information?,"Please visit our website for information about admission requirements, programme list, programme information, syllabus for each programme, application procedure, supporting document etc.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
Where can I obtain information on PhD/MPhil programmes?,Please contact the Graduate School for inquiries about Research Postgraduate Programmes. Application,HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
How can I submit my application?,"You can apply for our taught postgraduate programmes via the online application system by clicking the ""Apply Now"" button in the programme page. If you cannot click the button, that means application is not open yet. Please wait until the Department/Faculty concerned announces the latest programme details, which are usually be available from October/November onwards.",HKU,general,general,high,https://admissions.hku.hk/tpg/faq,2026-06-29
Can I apply to more than one taught postgraduate programme at HKU?,"Yes, it is possible for you to apply to multiple programmes at HKU. You can apply under different usernames on the application system and pay the application fee (HK$600) for each programme that you wish to apply to. You can only enrol in one programme, even if you receive offers from other programmes.",HKU,general,offer_acceptance,high,https://admissions.hku.hk/tpg/faq,2026-06-29
Can I apply for admission if i am still in my last year of study?,"You do not need to have graduated from your bachelor's degree programme at the time of application. However, you must obtain a bachelor's degree on or before August 31 of your admission year.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
Is concurrent registration acceptable?,Applicants are required to provide proof of withdrawal from any other programme of study before confirming an offer. A breach of this regulation may result in discontinuation of studies at HKU.,HKU,general,offer_acceptance,high,https://admissions.hku.hk/tpg/faq,2026-06-29
Am I a local or a non-local applicant?,"For definition of local students, please visit Joint University Programmes Admissions System (JUPAS) website here",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
How can I retrieve my application?,"If you have logged out your account before submission, please click here to retrieve and re-login to your account.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
Why can't log in to my application account?,"An application account is only valid for 4 weeks, or up until the application deadline, whichever is earlier. You cannot log into your application account after this period.",HKU,general,general,high,https://admissions.hku.hk/tpg/faq,2026-06-29
Whom should I reach out to for guidance when completing the online application form?,"For any assistance or inquiries regarding the completion of the online application form, please contact the programme office. English Language Requirement",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
"If the medium of instruction for my degree is in English, do I still need to take the English Proficiency test?","You are not required to take the English proficiency test if you obtained a master's/bachelor's degree from an institution where the medium of instruction was English. Please check with the relevant Faculty to determine if higher English competency is required for certain programmes. Fee, Payment & Refund",HKU,general,payment,medium,https://admissions.hku.hk/tpg/faq,2026-06-29
Can my application fee be waived?,"The application fee cannot be waived. However, you may wish to check with the programme office for scholarships which cover the application fee.",HKU,general,payment,medium,https://admissions.hku.hk/tpg/faq,2026-06-29
What can I do if I have problems in settling the application fee on the online application system?,"If you encounter problems with the online payment, please try the following: Use browsers such as, Internet Explorer (IE) or Edge instead of Chrome or Safari and clear all the temporary files and cookies before submitting the payment. Ensure not to open different browsers and/or log in to different application accounts at the same time. Contact the credit card issuing bank to check if you need to obtain authorization from the bank before making an online transaction. Attempt to use another credit card.",HKU,general,payment,medium,https://admissions.hku.hk/tpg/faq,2026-06-29
How do I know that I have successfully paid the application fee and submitted the application?,"Upon successful payment of the application fee and submission of an application, the applicant will receive an application number and an email notification within 48 hours.",HKU,general,payment,medium,https://admissions.hku.hk/tpg/faq,2026-06-29
What should I do if the application fee has been deducted but the application is not submitted successfully?,"If the application fee has been deducted but the system indicates that the application was not submitted successfully, there are a few steps you can take to resolve the issue. First, please note that an application number will only be generated if the application is submitted successfully, and the payment will be deducted based on that application number. To resolve the issue, please follow these steps: 1. Re-login to the system and try submitting the payment again. Continue doing so until you receive an application number from the system. 2. Before submitting the payment, it is advisable to remove all temporary files and cookies from your browser. 3. Ensure that you do not open different browsers or log in to different application accounts (if you have any) simultaneously. Please keep in mind that we can only charge once per application number. The funds for both successful and unsuccessful attempts at application fee payments are held by the card-issuing bank, not the University. The bank will release the balance held for the unsuccessful payment attempt(s) at a later time, but the duration of these holds depends on the policy of the card-issuing bank.",HKU,general,visa,high,https://admissions.hku.hk/tpg/faq,2026-06-29
"If I cancel/withdraw my application, can I get a refund of my application fee?",The application fee is non-refundable and non-transferable once submitted.,HKU,general,payment,medium,https://admissions.hku.hk/tpg/faq,2026-06-29
Is the deposit payment refundable and transferable?,"Deposit is non-refundable unless you do not meet the conditions specified in the offer of acceptance. For details, please contact the relevant programme office. After Applying",HKU,general,offer_acceptance,high,https://admissions.hku.hk/tpg/faq,2026-06-29
What should I do if I forget my username and password?,"If you forget your password, click “Forget password” on the login page and reset your password. If you forget your username, please contact the relevant faculty or programme office.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
I submitted my application successfully but still received an account reminder email. What should I do?,This email serves as a reminder that you have created an account for online application without submission. You can let the application account expire if you no longer wish to submit another application.,HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
How can I submit the supporting documents?,"The ways to submit supporting documents may vary by programme. Please refer to ""Supporting Documents"" of relevant programmes.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
I cannot upload my documents on the online application system. What should I do?,"Please note that you can only upload your supporting documents before the application deadline or within four weeks of your account creation. If the uploading period has expired, or the file size is too large, you can contact the relevant programme office for advice.",HKU,general,general,high,https://admissions.hku.hk/tpg/faq,2026-06-29
What should I do if I wish to add/update my referee information?,You can email the updated referee information to respective programme office.,HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
Do I need to post the original/certified true copy of the supporting documents after submitting an application?,"For most programmes, posting documents is not required at the application stage. Should an applicant be considered for admission, he/she will receive an email notification from the programme office to submit the original documents. For details, please refer to the ""Supporting Documents"" of relevant programmes.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
Can I change the programme after the submission of application?,The application form once submitted is non-transferrable.,HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
What should I do if I wish to change my personal information on the system?,"You cannot make any changes in the application form after submission. If you need to make changes to your personal information, please send an email to the relevant programme office and provide your application number and ID/passport number for verification.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
How can I add or amend information in the application form after the submission?,"You cannot make any changes in the application form after submission. To update or add additional information, please email relevant programme office directly.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
Will I be invited to attend an admission interview or admission test?,"Not all programmes require interviews or tests, please consult the relevant programme office for details.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
When will the application result be announced? How can I check my application status?,Please consult the relevant programme office to check your application status or result.,HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
How can I obtain a student visa?,"Please note that the processing time for student visa applications is approximately 10-12 weeks. For details, please visit our website: HKU Student Visa Scholarship and Housing",HKU,general,visa,high,https://admissions.hku.hk/tpg/faq,2026-06-29
Are there any scholarships available for my study in HKU?,"For information on scholarship opportunities, you may contact the scholarship office and programme office for advice.",HKU,general,general,low,https://admissions.hku.hk/tpg/faq,2026-06-29
Is postgraduate housing available?,"Residential places on campus for postgraduate students are limited and in high demand. To learn more about eligibility for University housing, please visit the CEDARS website for details and to access the online application.",HKU,general,housing,medium,https://admissions.hku.hk/tpg/faq,2026-06-29
I have received an admission offer online. What should I do next?,"Accept the offer online by the offer acceptance deadline. Pay the deposit to confirm your acceptance. Follow through with other important actions as stated in the offer letter. If you are a current/ previous student at the University, make sure you have settled all outstanding payment from your studies in order to proceed to new program registration.",HKUST,general,offer_acceptance,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
How should I notify the University that I have met the offer conditions?,"Submit relevant documents as proof as early as possible and no later than mid-July for Fall admission, or end December for Spring admission.",HKUST,general,offer_acceptance,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
How can I pay the deposit for accepting the offer?,Deposit payment instructions will be available after you click “Accept Offer and Pay” in the Online Admission System. Please upload the payment proof by the deadline.,HKUST,general,offer_acceptance,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
I have accepted the offer. What supporting documents should I submit and how?,Check the Document Checklist which will appear after you have accepted the offer online. Refer to Document Requirements for details and tips as below: Arrange official documents to be sent before the deadline stipulated in the offer letter/ Document Checklist. Check the document receipt status in the Document Checklist.,HKUST,general,offer_acceptance,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
What do you mean by official certified true copies?,"The University may accept the following as official certified true copies only in cases where the originals of the official documents required to confirm the admission offer cannot be obtained despite all reasonable efforts or provided: (1) Copies officially imprinted, signed and certified by the issuing authority concerned, or (2) Copies that have been certified as certified true copies by qualified professionals including lawyers, certified public accountants or notaries public. (2), however, is not applicable to qualification documents including but not limited to academic transcripts, score reports of public examinations, certification of graduation, and verification reports provided by authorities such as the CHSI. Certified true copies documents should be sent to the HKUST Fok Ying Tung Graduate School (FYTGS) by post. The University reserves the right to decide whether the submitted documents are acceptable. Please refer to the FYTGS website for detailed guidelines on submitting official documents before program registration.",HKUST,general,offer_acceptance,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
My official supporting document is not in English. What should I do?,You should submit the official electronic supporting document which is accompanied by officially certified English translations and is shared by the central unit of your home institution to pgdoc@ust.hk directly via designated secure websites. The translator should sign and stamp on the translation and certify that the document is a true translation of the original. Please visit here for details.,HKUST,general,general,low,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
"What are the University Codes for TOEFL, IELTS, GMAT and GRE?","The codes below apply to all HKUST PG programs: TOEFL (Test of English as a Foreign Language) Score Recipient Code: 0170 Dept Code: any code other than 00, e.g. 01 = Educational Administration IELTS (International English Language Testing System) Please arrange electronic score reports as far as possible Name of department : HKUST Fok Ying Tung Graduate School Name of institution : The Hong Kong University of Science and Technology Address : Room 6418 (Lifts 25/26), Academic Building The Hong Kong University of Science and Technology Clear Water Bay, Kowloon Hong Kong (No postal code is required for Hong Kong)",HKUST,general,general,low,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
Can I arrange electronic transcript for qualification verification?,"Yes, the official electronic transcripts should be shared directly by the central unit of the issuing authorities. Please request your home institution to send official electronic transcripts quoting your application number and applied program to pgdoc@ust.hk. Please note that official electronic transcripts are acceptable only if they are sent from the issuing authorities and retrieved from designated secure websites, which the said practice has been indicating on the website of the issuing authorities.",HKUST,general,general,low,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
Where should I send the supporting documents to?,Official electronic supporting documents must be sent directly by the issuing authority to pgdoc@ust.hk. Electronic documents which are sent by applicants or other individuals are not accepted. Hard copies of the official documents are generally not accepted.,HKUST,general,general,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
"I have submitted my supporting documents, what’s next?",Login to the application system to check the document receipt status. Normally it takes 7 working days (or 10 working days during the peak in June to August) to update the document receipt status after a document was received. Please also ensure that the documents have been sent to the right e-mail address.,HKUST,general,general,low,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
"I have submitted my visa application online, what’s next?",Send us the required paper documents as soon as possible. Please refer to the Checklist of Documents Required for Visa/ Entry Permit Application for details. You can check your application status in the Visa System.,HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
How do I know the status of my student visa/ entry permit application?,"Log in to the Visa System which shows the latest visa/ entry permit application status. The University will advise you to download the e-Visa for entry to Hong Kong for study, upon the visa approval. Approved visa/ entry permit must be activated on or before the specified date on the e-Visa.",HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
Do I need to activate my student visa/ student status in Hong Kong?,Click here for guidelines to activate your student visa. These instructions will be sent to you together with your student visa/ entry permit. It is important that you do the steps right.,HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
Can I apply for a dependent visa for my family member through HKUST?,"You have to make your own arrangement to apply for dependent visa(s) for your family member(s). Also, your dependents are prohibited from taking up employment in Hong Kong unless they have obtained prior permission from the Director of Immigration. Visit here and submit ID997 to the Hong Kong Immigration Department. For more details, check with the Hong Kong Immigration Department [phone: (852) 2824 6111; email: enquiry@immd.gov.hk].",HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
Do I need a student visa/ entry permit?,"Most non-local students are required to obtain the following for studying in Hong Kong: student visa (if you are from an overseas country) entry permit (if you are from Macao, Taiwan or Mainland China) Please visit here for details.",HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
How should I apply for the student visa/ entry permit?,"You can apply through HKUST by lodging your application via HKUST Visa System. The University will act as your sponsor. Please visit here for the application timeline and procedures. For students from Taiwan, Macao or an overseas country, you may choose to file an application on your own (e.g. through the consulate general of your country). You will need to find a sponsor and make your own arrangement to collect the visa label.",HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
When should I apply for the student visa/ entry permit?,"Application period: Fall admission: March or soonest possible Spring admission: mid-October or soonest possible For exchange program, PG visiting student program and visiting internship: apply right after you have accepted the admission offer For DBA, EMBA, MBA, HKUST-NYU MSc in Global Finance: respective program offices will advise you of the details separately It is important to submit your application early to ensure that you can obtain the visa/entry permit in time for program commencement. Please visit here for a rough application timeline based on our past experience, for reference purpose only. The processing and approval processes rest with the Hong Kong Immigration Department and situation may vary from case to case.",HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
What documents are required for the visa application?,Please refer to the Checklist of Documents Required for Visa/ Entry Permit Application. You will find more tips in the Visa System. Please make use of the mailing cover when sending the supporting documents by courier to HKUST.,HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
What amount should I put as financial proof?,"It is important to show that you are well covered financially during your studies at HKUST (see sample application form). The Hong Kong Immigration Department requires documentary proof showing your financial standing, e.g. a photocopy of latest bank statement or passbook. If you are awarded a scholarship or a Postgraduate Studentship, please indicate the monthly amount in the application form.",HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
Where should I send the visa application documents to?,"Please send your documents to the following address with your application number and program: HKUST Fok Ying Tung Graduate School Room 6418 (Lifts 25/26), Academic Building The Hong Kong University of Science and Technology Clear Water Bay, Kowloon Hong Kong Application Number: 6XXXXXXXXXX Program: PhD in XXXX",HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
"I have sent my paper visa application, what’s next?","Login to check the status in the Visa System. Our office will closely monitor the progress of your application and update status in the system accordingly: ""Pending documents from applicant"" – please check with the courier service provider about the delivery status and ensure that you have sent the documents to the correct mailing address. If mailing address is correct, please re-check the status in the Visa System a week from now. “Processing by UST/Immigration” – things are in good order and we will further contact you when the application is approved. Otherwise, please write to us and provide us the following information in your message: Name and Application No. Screenshot which could show the delivery status, tracking no., delivery address and recipient’s signature",HKUST,general,visa,high,https://fytgs.hkust.edu.hk/admissions/faq,2026-06-29
What are the programmes of School of Graduate Studies (GS) and When is the application period for 2026 entry?,ALL applicants are reminded to read the GS’ website carefully before submitting an application. Applications for entry in 2026/27 begin on 01 Oct 2025. The deadlines for applications vary by programme. Please refer to the above website for the deadlines specific to individual programmes.,Lingnan,general,general,high,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
How can I submit my application?,You can apply for our taught postgraduate programmes via the online application system.,Lingnan,general,general,low,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
Can I apply for more than one programme? Will it affect my chance of success?,"You are required to submit separate applications if you wish to make multiple applications for different programmes of our School. Please also note that multiple application fees should be paid. Your chance of success will not be affected. However, applicants are not encouraged to switch to another programme once an admission offer has been accepted. Please be aware that the deposit fee will not be refunded if you decide to switch to another programme.",Lingnan,general,offer_acceptance,high,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
Can I apply for admission if i am still in my last year of study?,"You do not need to graduate from your bachelor’s degree (for master’s degree applications) or master’s degree (for doctoral applications) at the time of application. However, you must obtain the respective degree on or before August 15 of your admission year.You do not need to graduate from your bachelor’s degree (for master’s degree applications) or master’s degree (for doctoral applications) at the time of application. However, you must obtain the respective degree on or before August 15 of your admission year.",Lingnan,general,general,low,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
What kind of supporting documents will be needed for considering my application?,Please click the website for details of the required supporting documents.,Lingnan,general,general,low,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
Do you consider IELTS One Skill Retake score for fulfilling the minimum English proficiency requirement for master's programmes?,"For master's programmes, IELTS One Skill Retake score is not accepted for fulfilling the minimum English proficiency requirement. The University only considers the IELTS result from an individual test on one single test date.",Lingnan,general,general,low,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
"If my TOEFL or IELTS score does not meet the requirement of the programme, could I use other means to demonstrate my English proficiency? Can the CET conducted by universities in China be used to substitute TOEFL or IELTS?","Generally, applicants are required to submit TOEFL or IELTS scores that meet the programme's requirements as proof of English proficiency. If you have a CET6 score, you may also submit it for the Admissions Committee's consideration. However, acceptance is ultimately subject to the specific policies of each programme.",Lingnan,general,offer_acceptance,high,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
How do I know that I have successfully paid the application fee and submitted the application?,"Upon successful payment of the application fee and submission of an application, an email notification with application no. will be sent to the applicant.",Lingnan,general,payment,medium,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
Do I need to attend an interview?,Shortlisted applicants will be invited to an interview by the Programme Office within 2 to 3 weeks. An applicant who has not been invited to an interview shall not assume that he/she is not being considered for admission.,Lingnan,general,housing,medium,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
What language will the interview be conducted in?,The interview will typically be conducted in English.,Lingnan,general,general,low,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
Do I need to submit reference letters?,"You can invite your referees to complete the recommendation letters (sample could be downloaded from the online admission system) and to send us by email admission office if they are not convenient to post it. Regarding the reference letter, kindly be alerted that we will not accept reference letters from personal email address(e.g., yahoo, Hotmail, gmail or other similar public system). Please inform your referees to send the soft copy of recommendation letters by their official, company or professional email address. SitemapContact UsPrivacy Policy StatementDisclaimerWeb Accessibility Statement Copyright© 2026 Lingnan University. All rights reserved.",Lingnan,general,general,low,https://www.ln.edu.hk/sgs/tpg/applications/faqs,2026-06-29
What are the differences between Taught Postgraduate programmes and Research programmes?,"Taught Postgraduate programmes focus more on coursework. Some may require the completion of a dissertation. For research programmes, the PhD or MPhil degree is awarded to a student who, upon completing an approved programme of study and research, presents a dissertation on the results of his/her research and satisfies the examiners in an oral examination (and other examinations if required) in matters relevant to the subject of the dissertation. For details about our Research Postgraduate programmes, please click here (https://www.polyu.edu.hk/study/pg/research-postgraduate)",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
When is the application period for admission to Taught Postgraduate programmes?,"The September 2027 Entry will start inviting applications from 2 July 2026, and s ome programmes may invite applications for January entry. Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate) for the most up-to-date information.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
