evidence_id,task_code,school,stage,evidence_type,evidence_text,normalized_value,source_question,source_url,confidence,updated_at
hkbu__submit_conditions__action_instruction__0117_02,submit_conditions,HKBU,offer_acceptance,action_instruction,You should arrange with the awarding institution(s) to post the official transcript(s) in a sealed and stamped envelope directly to the Taught Postgraduate Studies Section.,You should arrange with the awarding institution(s) to post the official transcript(s) in a sealed and stamped envelope directly to the Taught Postgraduate Studies Section.,Would the University accept my transcript (student copy) for serving the purpose of providing the official transcript?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__submit_conditions__required_document__0119_00,submit_conditions,HKBU,offer_acceptance,required_document,The University may consider deferring the due date for you to submit the official transcript(s).,transcript,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__action_instruction__0119_01,submit_conditions,HKBU,offer_acceptance,action_instruction,The University may consider deferring the due date for you to submit the official transcript(s).,The University may consider deferring the due date for you to submit the official transcript(s).,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__required_document__0119_02,submit_conditions,HKBU,offer_acceptance,required_document,State the earliest possible date for the Taught Postgraduate Studies Section to receive the official transcript(s); and 3.,transcript,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__required_document__0119_03,submit_conditions,HKBU,offer_acceptance,required_document,Attach relevant supporting document(s).,document,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__deadline__0119_04,submit_conditions,HKBU,offer_acceptance,deadline,"Please note that if you do not receive the approval to defer your official transcript’s submission and we cannot receive your official transcript(s) by 31 July or by the due date as specified on your Admission Offer Letter, your admission offer will be cancelled.","Please note that if you do not receive the approval to defer your official transcript’s submission and we cannot receive your official transcript(s) by 31 July or by the due date as specified on your Admission Offer Letter, your admission offer will be cancelled.",What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__required_document__0119_05,submit_conditions,HKBU,offer_acceptance,required_document,"Please note that if you do not receive the approval to defer your official transcript’s submission and we cannot receive your official transcript(s) by 31 July or by the due date as specified on your Admission Offer Letter, your admission offer will be cancelled.",transcript,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0120_00,apply_student_visa,HKBU,visa,action_instruction,Please refer to your Admission Offer Letter (see Screen below) to check whether you are required to apply for a student visa. [Click to Enlarge],Please refer to your Admission Offer Letter (see Screen below) to check whether you are required to apply for a student visa. [Click to Enlarge],Do I need to apply for a student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0121_00,apply_student_visa,HKBU,visa,action_instruction,Please refer to your Admission Offer Letter to check whether you are required to apply for a student visa (please refer to Q10 above).,Please refer to your Admission Offer Letter to check whether you are required to apply for a student visa (please refer to Q10 above).,I have a valid permit issued by the Immigration Department. Do I still need to apply for student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0121_01,apply_student_visa,HKBU,visa,required_document,Students may be required to provide the documentary proof of their eligibility to stay and study in Hong Kong when necessary.,document,I have a valid permit issued by the Immigration Department. Do I still need to apply for student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_url__0122_00,apply_student_visa,HKBU,visa,action_url,https://gs-visa.hkbu.edu.hk/,https://gs-visa.hkbu.edu.hk/,When and how should I apply for a student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,high,2026-06-30
hkbu__apply_student_visa__action_url__0122_01,apply_student_visa,HKBU,visa,action_url,https://ar.hkbu.edu.hk/f/upload/5260/visa_flow_tpg.jpg,https://ar.hkbu.edu.hk/f/upload/5260/visa_flow_tpg.jpg,When and how should I apply for a student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,high,2026-06-30
hkbu__apply_student_visa__action_url__0122_02,apply_student_visa,HKBU,visa,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/tpg-studies/prospective-student/apply-for-student-visa,https://ar.hkbu.edu.hk/tpg-studies/faq/tpg-studies/prospective-student/apply-for-student-visa,When and how should I apply for a student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,high,2026-06-30
hkbu__apply_student_visa__deadline__0122_03,apply_student_visa,HKBU,visa,deadline,Please wait for this email before action.,Please wait for this email before action.,When and how should I apply for a student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0122_04,apply_student_visa,HKBU,visa,required_document,"To better prepare for your student visa application, please carefully read through the application flow chart (https://ar.hkbu.edu.hk/f/upload/5260/visa_flow_tpg.jpg) and check the documents required (https://ar.hkbu.edu.hk/tpg-studies/faq/tpg-studies/prospective-student/apply-for-student-visa)",document; documents,When and how should I apply for a student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0122_05,apply_student_visa,HKBU,visa,action_instruction,"To better prepare for your student visa application, please carefully read through the application flow chart (https://ar.hkbu.edu.hk/f/upload/5260/visa_flow_tpg.jpg) and check the documents required (https://ar.hkbu.edu.hk/tpg-studies/faq/tpg-studies/prospective-student/apply-for-student-visa)","To better prepare for your student visa application, please carefully read through the application flow chart (https://ar.hkbu.edu.hk/f/upload/5260/visa_flow_tpg.jpg) and check the documents required (https://ar.hkbu.edu.hk/tpg-studies/faq/tpg-studies/prospective-student/apply-for-student-visa)",When and how should I apply for a student visa?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0123_01,apply_student_visa,HKBU,visa,action_instruction,Please submit your student visa application via the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) .,Please submit your student visa application via the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) .,I have not received my degree certificate. Can I apply for student visa first?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__deadline__0123_02,apply_student_visa,HKBU,visa,deadline,You may upload a copy of the degree certificate to the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) by the due date specified on the Admission Offer Letter.,You may upload a copy of the degree certificate to the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) by the due date specified on the Admission Offer Letter.,I have not received my degree certificate. Can I apply for student visa first?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0123_03,apply_student_visa,HKBU,visa,required_document,You may upload a copy of the degree certificate to the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) by the due date specified on the Admission Offer Letter.,certificate,I have not received my degree certificate. Can I apply for student visa first?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0123_04,apply_student_visa,HKBU,visa,action_instruction,You may upload a copy of the degree certificate to the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) by the due date specified on the Admission Offer Letter.,You may upload a copy of the degree certificate to the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) by the due date specified on the Admission Offer Letter.,I have not received my degree certificate. Can I apply for student visa first?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0124_00,apply_student_visa,HKBU,visa,required_document,EEP is not a required document for student visa application.,document,"I have not applied for Exit-Entry Permit for Travelling to and from Hong Kong and Macao (往來港澳通行證) (EEP), or my EEP has not been renewed. Can I apply for student visa first?",https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0125_01,apply_student_visa,HKBU,visa,action_instruction,"Once you have accepted the admission offer and paid the admission confirmation fee, it takes around one week for the University to update your status.","Once you have accepted the admission offer and paid the admission confirmation fee, it takes around one week for the University to update your status.","I have accepted the admission offer and paid the admission confirmation fee; however, I cannot register at the University Student Visa Application System. What should I do?",https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0125_02,apply_student_visa,HKBU,visa,action_instruction,You need your student number (see Screen below) and the email address (i.e. the records in the Online Application System) for activating your account at the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) [Click to Enlarge],You need your student number (see Screen below) and the email address (i.e. the records in the Online Application System) for activating your account at the University Student Visa Application System (https://gs-visa.hkbu.edu.hk/) [Click to Enlarge],"I have accepted the admission offer and paid the admission confirmation fee; however, I cannot register at the University Student Visa Application System. What should I do?",https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_url__0126_00,apply_student_visa,HKBU,visa,action_url,https://ar.hkbu.edu.hk/f/upload/5260/Mainland_visaapp_sample.pdf,https://ar.hkbu.edu.hk/f/upload/5260/Mainland_visaapp_sample.pdf,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,high,2026-06-30
hkbu__apply_student_visa__action_url__0126_01,apply_student_visa,HKBU,visa,action_url,https://ar.hkbu.edu.hk/f/upload/5260/Guideline_for_student_visa_application__overseas_.pdf,https://ar.hkbu.edu.hk/f/upload/5260/Guideline_for_student_visa_application__overseas_.pdf,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,high,2026-06-30
hkbu__apply_student_visa__required_document__0126_02,apply_student_visa,HKBU,visa,required_document,The Taught Postgraduate Studies Section will process visa applications in one month upon receipt of the original Form ID995A (sample forms for reference: Mainland (https://ar.hkbu.edu.hk/f/upload/5260/Mainland_visaapp_sample.pdf) Overseas (https://ar.hkbu.edu.hk/f/upload/5260/Guideline_for_student_visa_application__overseas_.pdf) ) and relevant supporting documents.,document; documents,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0126_03,apply_student_visa,HKBU,visa,action_instruction,The Taught Postgraduate Studies Section will process visa applications in one month upon receipt of the original Form ID995A (sample forms for reference: Mainland (https://ar.hkbu.edu.hk/f/upload/5260/Mainland_visaapp_sample.pdf) Overseas (https://ar.hkbu.edu.hk/f/upload/5260/Guideline_for_student_visa_application__overseas_.pdf) ) and relevant supporting documents.,The Taught Postgraduate Studies Section will process visa applications in one month upon receipt of the original Form ID995A (sample forms for reference: Mainland (https://ar.hkbu.edu.hk/f/upload/5260/Mainland_visaapp_sample.pdf) Overseas (https://ar.hkbu.edu.hk/f/upload/5260/Guideline_for_student_visa_application__overseas_.pdf) ) and relevant supporting documents.,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__deadline__0126_04,apply_student_visa,HKBU,visa,deadline,The University will contact you by email in case any document is missing.,The University will contact you by email in case any document is missing.,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0126_05,apply_student_visa,HKBU,visa,required_document,The University will contact you by email in case any document is missing.,document,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_url__0127_00,apply_student_visa,HKBU,visa,action_url,https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf,https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf,How can I check my visa application status?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,high,2026-06-30
hkbu__apply_student_visa__action_instruction__0127_01,apply_student_visa,HKBU,visa,action_instruction,You may log in to the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf) (Application Details --> Student Visa) (see Screen below).,You may log in to the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf) (Application Details --> Student Visa) (see Screen below).,How can I check my visa application status?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0127_02,apply_student_visa,HKBU,visa,action_instruction,"The submission date of your application from Taught Postgraduate Studies Section to the Hong Kong Immigration Department, and the sent date of the notification email from Taught Postgraduate Studies Section to you containing your Application Reference Number (ARN), will be timely updated for your reference. [Click to Enlarge]","The submission date of your application from Taught Postgraduate Studies Section to the Hong Kong Immigration Department, and the sent date of the notification email from Taught Postgraduate Studies Section to you containing your Application Reference Number (ARN), will be timely updated for your reference. [Click to Enlarge]",How can I check my visa application status?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__deadline__0128_00,apply_student_visa,HKBU,visa,deadline,"After the issuance by the Immigration Department (""ImmD"") of Hong Kong Special Administrative Region (HKSAR), the Taught Postgraduate Studies Section will send the Application Reference Number (ARN) to your email address for you to download your ""e-Visa"" through the GovHK website or the ImmD Mobile Application.","After the issuance by the Immigration Department (""ImmD"") of Hong Kong Special Administrative Region (HKSAR), the Taught Postgraduate Studies Section will send the Application Reference Number (ARN) to your email address for you to download your ""e-Visa"" through the GovHK website or the ImmD Mobile Application.",How will I receive my student visa label?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0128_01,apply_student_visa,HKBU,visa,action_instruction,"After the issuance by the Immigration Department (""ImmD"") of Hong Kong Special Administrative Region (HKSAR), the Taught Postgraduate Studies Section will send the Application Reference Number (ARN) to your email address for you to download your ""e-Visa"" through the GovHK website or the ImmD Mobile Application.","After the issuance by the Immigration Department (""ImmD"") of Hong Kong Special Administrative Region (HKSAR), the Taught Postgraduate Studies Section will send the Application Reference Number (ARN) to your email address for you to download your ""e-Visa"" through the GovHK website or the ImmD Mobile Application.",How will I receive my student visa label?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0129_00,apply_student_visa,HKBU,visa,required_document,You should present your visa/entry permit label and travel document at the Immigration Counter upon you arrival to Hong Kong.,document; travel document,How do I activate my student visa in Hong Kong?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0129_01,apply_student_visa,HKBU,visa,required_document,Please see in the table below of the documents required for entry to Hong Kong.,document; documents,How do I activate my student visa in Hong Kong?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0129_02,apply_student_visa,HKBU,visa,required_document,"Please make sure that the Immigration Officer issues a landing slip which bears your English name, travel document number, name of the University, arrival date to Hong Kong, and conditions and limit of stay in Hong Kong.",document; travel document,How do I activate my student visa in Hong Kong?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__required_document__0129_03,apply_student_visa,HKBU,visa,required_document,International Students Students from Macao Students from China Travel Document Passport Visit Permit for Resident of Macao to HKSAR (澳門居民往來香港特別行政區旅遊證) Exit-entry Permit (EEP) for Travelling to and from Hong Kong and Macao (中華人民共和國往来港澳通行證) Visa/entry permit label To be affixed onto a blank page of your Passport for presentation to the Immigration Officer at the Immigration Counter upon your arrival to Hong Kong.,document; passport; travel document,How do I activate my student visa in Hong Kong?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0129_04,apply_student_visa,HKBU,visa,action_instruction,International Students Students from Macao Students from China Travel Document Passport Visit Permit for Resident of Macao to HKSAR (澳門居民往來香港特別行政區旅遊證) Exit-entry Permit (EEP) for Travelling to and from Hong Kong and Macao (中華人民共和國往来港澳通行證) Visa/entry permit label To be affixed onto a blank page of your Passport for presentation to the Immigration Officer at the Immigration Counter upon your arrival to Hong Kong.,International Students Students from Macao Students from China Travel Document Passport Visit Permit for Resident of Macao to HKSAR (澳門居民往來香港特別行政區旅遊證) Exit-entry Permit (EEP) for Travelling to and from Hong Kong and Macao (中華人民共和國往来港澳通行證) Visa/entry permit label To be affixed onto a blank page of your Passport for presentation to the Immigration Officer at the Immigration Counter upon your arrival to Hong Kong.,How do I activate my student visa in Hong Kong?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_student_visa__action_instruction__0129_05,apply_student_visa,HKBU,visa,action_instruction,To be affixed onto a blank page of your Visit Permit for Resident of Macao to HKSAR for presentation to the Immigration Officer at the Immigration Counter upon your arrival to Hong Kong.,To be affixed onto a blank page of your Visit Permit for Resident of Macao to HKSAR for presentation to the Immigration Officer at the Immigration Counter upon your arrival to Hong Kong.,How do I activate my student visa in Hong Kong?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_tuition__action_url__0130_00,pay_tuition,HKBU,payment,action_url,https://arphoto.hkbu.edu.hk/,https://arphoto.hkbu.edu.hk/,How to upload my photo for my student card?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_tuition__action_url__0130_01,pay_tuition,HKBU,payment,action_url,https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf,https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf,How to upload my photo for my student card?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_tuition__required_document__0130_02,pay_tuition,HKBU,payment,required_document,You will receive an invitation email for activating the account at the University Student Card Photo Upload System (https://arphoto.hkbu.edu.hk/) about one week after you have settled the admission confirmation fee.,photo,How to upload my photo for my student card?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_tuition__action_instruction__0130_03,pay_tuition,HKBU,payment,action_instruction,You will receive an invitation email for activating the account at the University Student Card Photo Upload System (https://arphoto.hkbu.edu.hk/) about one week after you have settled the admission confirmation fee.,You will receive an invitation email for activating the account at the University Student Card Photo Upload System (https://arphoto.hkbu.edu.hk/) about one week after you have settled the admission confirmation fee.,How to upload my photo for my student card?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_tuition__deadline__0130_04,pay_tuition,HKBU,payment,deadline,Please wait for this email before action.,Please wait for this email before action.,How to upload my photo for my student card?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_tuition__required_document__0130_05,pay_tuition,HKBU,payment,required_document,"After receiving the invitation email, you can access the University Student Card Photo Upload System (https://arphoto.hkbu.edu.hk/) with your application number (""TXX"" + last 6 digits of the number) and the email address you registered at the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf)",photo,How to upload my photo for my student card?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_tuition__action_instruction__0130_06,pay_tuition,HKBU,payment,action_instruction,"After receiving the invitation email, you can access the University Student Card Photo Upload System (https://arphoto.hkbu.edu.hk/) with your application number (""TXX"" + last 6 digits of the number) and the email address you registered at the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf)","After receiving the invitation email, you can access the University Student Card Photo Upload System (https://arphoto.hkbu.edu.hk/) with your application number (""TXX"" + last 6 digits of the number) and the email address you registered at the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf)",How to upload my photo for my student card?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__complete_registration__required_document__0131_00,complete_registration,HKBU,registration,required_document,There are specific requirements for uploading the photo.,photo,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__complete_registration__action_instruction__0131_01,complete_registration,HKBU,registration,action_instruction,There are specific requirements for uploading the photo.,There are specific requirements for uploading the photo.,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__complete_registration__deadline__0131_02,complete_registration,HKBU,registration,deadline,"Before you do so, please check if: 1.","Before you do so, please check if: 1.",I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__complete_registration__action_instruction__0131_03,complete_registration,HKBU,registration,action_instruction,"Before you do so, please check if: 1.","Before you do so, please check if: 1.",I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__complete_registration__required_document__0131_04,complete_registration,HKBU,registration,required_document,You are using Internet Explorer to access the University Student Card Photo Upload System.,photo,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__complete_registration__action_instruction__0131_05,complete_registration,HKBU,registration,action_instruction,You are using Internet Explorer to access the University Student Card Photo Upload System.,You are using Internet Explorer to access the University Student Card Photo Upload System.,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__complete_registration__required_document__0131_06,complete_registration,HKBU,registration,required_document,"Your photo is in JPEG format, with a file size between 200KB - 2MB.",photo,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__complete_registration__required_document__0131_07,complete_registration,HKBU,registration,required_document,You attempt to upload the photo for no more than five times per account.,photo,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__complete_registration__source_context__0132_00,complete_registration,HKBU,registration,source_context,Q: When will I receive the student card? A: The student card will be distributed to our newly admitted students who have completed the student registration.,,When will I receive the student card?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hkbu__apply_accommodation__action_url__0133_00,apply_accommodation,HKBU,housing,action_url,http://sa.hkbu.edu.hk/sas/,http://sa.hkbu.edu.hk/sas/,Can I apply for student accommodation?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__apply_accommodation__action_instruction__0133_01,apply_accommodation,HKBU,housing,action_instruction,"For information on accommodation, please visit the website of the Office of Student Affairs (http://sa.hkbu.edu.hk/sas/)","For information on accommodation, please visit the website of the Office of Student Affairs (http://sa.hkbu.edu.hk/sas/)",Can I apply for student accommodation?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__complete_registration__deadline__0134_00,complete_registration,HKBU,registration,deadline,Details will also be announced via email before the programme commencement.,Details will also be announced via email before the programme commencement.,Where can I obtain the reference list/course materials/class schedule to prepare for my studies?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__source_context__0136_00,submit_conditions,HKBU,offer_acceptance,source_context,Q: What happens if the University cancels the programme after I have accepted the offer and paid the fees? A: The University reserves the right to cancel any programmes in which case all fees paid will be refunded.,,What happens if the University cancels the programme after I have accepted the offer and paid the fees?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,low,2026-06-30
hku__submit_conditions__deadline__0143_00,submit_conditions,HKU,offer_acceptance,deadline,Applicants are required to provide proof of withdrawal from any other programme of study before confirming an offer.,Applicants are required to provide proof of withdrawal from any other programme of study before confirming an offer.,Is concurrent registration acceptable?,https://admissions.hku.hk/tpg/faq,medium,2026-06-30
hku__pay_tuition__action_instruction__0148_00,pay_tuition,HKU,payment,action_instruction,Please check with the relevant Faculty to determine if higher English competency is required for certain programmes.,Please check with the relevant Faculty to determine if higher English competency is required for certain programmes.,"If the medium of instruction for my degree is in English, do I still need to take the English Proficiency test?",https://admissions.hku.hk/tpg/faq,medium,2026-06-30
hku__pay_tuition__action_instruction__0148_01,pay_tuition,HKU,payment,action_instruction,"Fee, Payment & Refund","Fee, Payment & Refund","If the medium of instruction for my degree is in English, do I still need to take the English Proficiency test?",https://admissions.hku.hk/tpg/faq,medium,2026-06-30
hku__pay_deposit__action_instruction__0154_00,pay_deposit,HKU,offer_acceptance,action_instruction,Deposit is non-refundable unless you do not meet the conditions specified in the offer of acceptance.,Deposit is non-refundable unless you do not meet the conditions specified in the offer of acceptance.,Is the deposit payment refundable and transferable?,https://admissions.hku.hk/tpg/faq,medium,2026-06-30
hku__pay_deposit__action_instruction__0154_01,pay_deposit,HKU,offer_acceptance,action_instruction,After Applying,After Applying,Is the deposit payment refundable and transferable?,https://admissions.hku.hk/tpg/faq,medium,2026-06-30
hku__submit_conditions__deadline__0157_00,submit_conditions,HKU,offer_acceptance,deadline,The ways to submit supporting documents may vary by programme.,The ways to submit supporting documents may vary by programme.,How can I submit the supporting documents?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__required_document__0157_01,submit_conditions,HKU,offer_acceptance,required_document,The ways to submit supporting documents may vary by programme.,document; documents,How can I submit the supporting documents?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__action_instruction__0157_02,submit_conditions,HKU,offer_acceptance,action_instruction,The ways to submit supporting documents may vary by programme.,The ways to submit supporting documents may vary by programme.,How can I submit the supporting documents?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__required_document__0157_03,submit_conditions,HKU,offer_acceptance,required_document,"Please refer to ""Supporting Documents"" of relevant programmes.",document; documents,How can I submit the supporting documents?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
