evidence_id,school,task_code,stage,evidence_type,source_url,source_question,confidence,text_char_count,task_keyword_hit_count,field_keyword_hit_count,source_stage_match,source_page_type,normalized_value_present,low_quality_flags,quality_score,quality_decision,notes,reviewed_at
hkbu__submit_conditions__required_document__0114_03,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What is an official transcript?,medium,76,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__deadline__0115_00,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When should I apply for the official transcript(s)?,medium,191,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__required_document__0115_01,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When should I apply for the official transcript(s)?,medium,191,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__action_instruction__0115_02,HKBU,submit_conditions,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When should I apply for the official transcript(s)?,medium,191,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__deadline__0115_03,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When should I apply for the official transcript(s)?,medium,243,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__required_document__0115_04,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When should I apply for the official transcript(s)?,medium,243,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__action_instruction__0115_05,HKBU,submit_conditions,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When should I apply for the official transcript(s)?,medium,243,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__deadline__0115_06,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When should I apply for the official transcript(s)?,medium,133,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__required_document__0116_00,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,My official transcript issued by the awarding institution is not in English. Should I provide a translated version?,low,168,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
hkbu__submit_conditions__action_instruction__0117_00,HKBU,submit_conditions,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Would the University accept my transcript (student copy) for serving the purpose of providing the official transcript?,low,33,1,0,yes,faq,yes,field_keyword_weak,15,reject,field_keyword_weak,2026-06-30
hkbu__submit_conditions__required_document__0117_01,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Would the University accept my transcript (student copy) for serving the purpose of providing the official transcript?,low,172,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
hkbu__submit_conditions__action_instruction__0117_02,HKBU,submit_conditions,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Would the University accept my transcript (student copy) for serving the purpose of providing the official transcript?,low,172,1,0,yes,faq,yes,field_keyword_weak,15,reject,field_keyword_weak,2026-06-30
hkbu__submit_conditions__required_document__0119_00,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,medium,96,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__action_instruction__0119_01,HKBU,submit_conditions,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,medium,96,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__required_document__0119_02,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,medium,122,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__required_document__0119_03,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,medium,39,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__deadline__0119_04,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,medium,263,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__required_document__0119_05,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I am unable to arrange with the awarding institution(s) to post the official transcript by the due date?,medium,263,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0120_00,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Do I need to apply for a student visa?,medium,144,1,3,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0121_00,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I have a valid permit issued by the Immigration Department. Do I still need to apply for student visa?,medium,134,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0121_01,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I have a valid permit issued by the Immigration Department. Do I still need to apply for student visa?,medium,125,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_url__0122_00,HKBU,apply_student_visa,visa,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When and how should I apply for a student visa?,high,28,1,1,yes,faq,yes,text_too_short,80,keep,text_too_short,2026-06-30
hkbu__apply_student_visa__action_url__0122_01,HKBU,apply_student_visa,visa,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When and how should I apply for a student visa?,high,54,1,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_url__0122_02,HKBU,apply_student_visa,visa,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When and how should I apply for a student visa?,high,93,1,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__deadline__0122_03,HKBU,apply_student_visa,visa,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When and how should I apply for a student visa?,medium,41,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0122_04,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When and how should I apply for a student visa?,medium,295,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0122_05,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When and how should I apply for a student visa?,medium,295,1,3,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0123_01,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I have not received my degree certificate. Can I apply for student visa first?,medium,127,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__deadline__0123_02,HKBU,apply_student_visa,visa,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I have not received my degree certificate. Can I apply for student visa first?,medium,185,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0123_03,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I have not received my degree certificate. Can I apply for student visa first?,medium,185,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0123_04,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I have not received my degree certificate. Can I apply for student visa first?,medium,185,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0124_00,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,"I have not applied for Exit-Entry Permit for Travelling to and from Hong Kong and Macao (往來港澳通行證) (EEP), or my EEP has not been renewed. Can I apply for student visa first?",medium,60,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0125_01,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,"I have accepted the admission offer and paid the admission confirmation fee; however, I cannot register at the University Student Visa Application System. What should I do?",medium,150,1,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkbu__apply_student_visa__action_instruction__0125_02,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,"I have accepted the admission offer and paid the admission confirmation fee; however, I cannot register at the University Student Visa Application System. What should I do?",medium,249,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_url__0126_00,HKBU,apply_student_visa,visa,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,high,64,2,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_url__0126_01,HKBU,apply_student_visa,visa,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,high,90,2,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0126_02,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,medium,368,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0126_03,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,medium,368,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__deadline__0126_04,HKBU,apply_student_visa,visa,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,medium,73,1,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkbu__apply_student_visa__required_document__0126_05,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I know if the Taught Postgraduate Studies Section has received my original Form ID995A (Application for Entry for Study in Hong Kong)?,medium,73,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_url__0127_00,HKBU,apply_student_visa,visa,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I check my visa application status?,high,46,1,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0127_01,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I check my visa application status?,medium,155,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0127_02,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can I check my visa application status?,medium,327,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__deadline__0128_00,HKBU,apply_student_visa,visa,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How will I receive my student visa label?,medium,312,3,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkbu__apply_student_visa__action_instruction__0128_01,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How will I receive my student visa label?,medium,312,3,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0129_00,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How do I activate my student visa in Hong Kong?,medium,125,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0129_01,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How do I activate my student visa in Hong Kong?,medium,79,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0129_02,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How do I activate my student visa in Hong Kong?,medium,220,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__required_document__0129_03,HKBU,apply_student_visa,visa,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How do I activate my student visa in Hong Kong?,medium,414,3,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0129_04,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How do I activate my student visa in Hong Kong?,medium,414,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__apply_student_visa__action_instruction__0129_05,HKBU,apply_student_visa,visa,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How do I activate my student visa in Hong Kong?,medium,186,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__pay_tuition__action_url__0130_00,HKBU,pay_tuition,payment,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to upload my photo for my student card?,medium,28,0,1,yes,faq,yes,text_too_short,45,review,text_too_short,2026-06-30
hkbu__pay_tuition__action_url__0130_01,HKBU,pay_tuition,payment,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to upload my photo for my student card?,medium,46,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
hkbu__pay_tuition__required_document__0130_02,HKBU,pay_tuition,payment,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to upload my photo for my student card?,medium,215,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__pay_tuition__action_instruction__0130_03,HKBU,pay_tuition,payment,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to upload my photo for my student card?,medium,215,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__pay_tuition__deadline__0130_04,HKBU,pay_tuition,payment,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to upload my photo for my student card?,medium,41,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkbu__pay_tuition__required_document__0130_05,HKBU,pay_tuition,payment,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to upload my photo for my student card?,medium,317,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkbu__pay_tuition__action_instruction__0130_06,HKBU,pay_tuition,payment,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to upload my photo for my student card?,medium,317,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__required_document__0131_00,HKBU,complete_registration,registration,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,low,56,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__action_instruction__0131_01,HKBU,complete_registration,registration,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,low,56,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__deadline__0131_02,HKBU,complete_registration,registration,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,low,37,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__action_instruction__0131_03,HKBU,complete_registration,registration,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,low,37,0,2,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__required_document__0131_04,HKBU,complete_registration,registration,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,low,90,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__action_instruction__0131_05,HKBU,complete_registration,registration,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,low,90,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__required_document__0131_06,HKBU,complete_registration,registration,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,low,67,0,2,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__required_document__0131_07,HKBU,complete_registration,registration,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,I fail to upload my photo to the University Student Card Photo Upload System. What should I do?,low,72,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkbu__complete_registration__source_context__0132_00,HKBU,complete_registration,registration,source_context,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,When will I receive the student card?,low,156,1,0,yes,faq,no,source_context_only,0,reject,source_context_only,2026-06-30
hkbu__apply_accommodation__action_url__0133_00,HKBU,apply_accommodation,housing,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Can I apply for student accommodation?,medium,26,1,1,yes,faq,yes,text_too_short,70,keep,text_too_short,2026-06-30
hkbu__apply_accommodation__action_instruction__0133_01,HKBU,apply_accommodation,housing,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Can I apply for student accommodation?,medium,120,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__complete_registration__deadline__0134_00,HKBU,complete_registration,registration,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Where can I obtain the reference list/course materials/class schedule to prepare for my studies?,medium,75,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkbu__submit_conditions__source_context__0136_00,HKBU,submit_conditions,offer_acceptance,source_context,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What happens if the University cancels the programme after I have accepted the offer and paid the fees?,low,214,0,0,yes,faq,no,admission_noise; source_context_only; task_keyword_mismatch,0,reject,admission_noise; source_context_only; task_keyword_mismatch,2026-06-30
hku__submit_conditions__deadline__0143_00,HKU,submit_conditions,offer_acceptance,deadline,https://admissions.hku.hk/tpg/faq,Is concurrent registration acceptable?,medium,116,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hku__pay_tuition__action_instruction__0148_00,HKU,pay_tuition,payment,action_instruction,https://admissions.hku.hk/tpg/faq,"If the medium of instruction for my degree is in English, do I still need to take the English Proficiency test?",medium,116,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hku__pay_tuition__action_instruction__0148_01,HKU,pay_tuition,payment,action_instruction,https://admissions.hku.hk/tpg/faq,"If the medium of instruction for my degree is in English, do I still need to take the English Proficiency test?",medium,21,2,1,yes,faq,yes,admission_noise; text_too_short,60,reject,admission_noise; text_too_short,2026-06-30
hku__pay_deposit__action_instruction__0154_00,HKU,pay_deposit,offer_acceptance,action_instruction,https://admissions.hku.hk/tpg/faq,Is the deposit payment refundable and transferable?,medium,101,3,1,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
hku__pay_deposit__action_instruction__0154_01,HKU,pay_deposit,offer_acceptance,action_instruction,https://admissions.hku.hk/tpg/faq,Is the deposit payment refundable and transferable?,medium,14,3,2,yes,faq,yes,admission_noise; text_too_short,60,reject,admission_noise; text_too_short,2026-06-30
hku__submit_conditions__deadline__0157_00,HKU,submit_conditions,offer_acceptance,deadline,https://admissions.hku.hk/tpg/faq,How can I submit the supporting documents?,low,62,0,0,yes,faq,yes,task_keyword_mismatch; field_keyword_weak,0,reject,task_keyword_mismatch; field_keyword_weak,2026-06-30
hku__submit_conditions__required_document__0157_01,HKU,submit_conditions,offer_acceptance,required_document,https://admissions.hku.hk/tpg/faq,How can I submit the supporting documents?,low,62,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__action_instruction__0157_02,HKU,submit_conditions,offer_acceptance,action_instruction,https://admissions.hku.hk/tpg/faq,How can I submit the supporting documents?,low,62,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__required_document__0157_03,HKU,submit_conditions,offer_acceptance,required_document,https://admissions.hku.hk/tpg/faq,How can I submit the supporting documents?,low,62,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__deadline__0158_00,HKU,submit_conditions,offer_acceptance,deadline,https://admissions.hku.hk/tpg/faq,I cannot upload my documents on the online application system. What should I do?,low,141,0,3,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__required_document__0158_01,HKU,submit_conditions,offer_acceptance,required_document,https://admissions.hku.hk/tpg/faq,I cannot upload my documents on the online application system. What should I do?,low,141,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__action_instruction__0158_02,HKU,submit_conditions,offer_acceptance,action_instruction,https://admissions.hku.hk/tpg/faq,I cannot upload my documents on the online application system. What should I do?,low,141,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__action_instruction__0158_03,HKU,submit_conditions,offer_acceptance,action_instruction,https://admissions.hku.hk/tpg/faq,I cannot upload my documents on the online application system. What should I do?,low,125,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__required_document__0160_00,HKU,submit_conditions,offer_acceptance,required_document,https://admissions.hku.hk/tpg/faq,Do I need to post the original/certified true copy of the supporting documents after submitting an application?,low,80,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__required_document__0160_01,HKU,submit_conditions,offer_acceptance,required_document,https://admissions.hku.hk/tpg/faq,Do I need to post the original/certified true copy of the supporting documents after submitting an application?,low,150,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__action_instruction__0160_02,HKU,submit_conditions,offer_acceptance,action_instruction,https://admissions.hku.hk/tpg/faq,Do I need to post the original/certified true copy of the supporting documents after submitting an application?,low,150,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__submit_conditions__required_document__0160_03,HKU,submit_conditions,offer_acceptance,required_document,https://admissions.hku.hk/tpg/faq,Do I need to post the original/certified true copy of the supporting documents after submitting an application?,low,79,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hku__apply_student_visa__deadline__0166_00,HKU,apply_student_visa,visa,deadline,https://admissions.hku.hk/tpg/faq,How can I obtain a student visa?,medium,96,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hku__apply_student_visa__action_instruction__0166_01,HKU,apply_student_visa,visa,action_instruction,https://admissions.hku.hk/tpg/faq,How can I obtain a student visa?,medium,79,1,1,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
hku__apply_accommodation__action_instruction__0168_00,HKU,apply_accommodation,housing,action_instruction,https://admissions.hku.hk/tpg/faq,Is postgraduate housing available?,medium,137,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__pay_deposit__deadline__0169_00,HKUST,pay_deposit,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,I have received an admission offer online. What should I do next?,medium,57,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__pay_deposit__action_instruction__0169_01,HKUST,pay_deposit,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,I have received an admission offer online. What should I do next?,medium,57,0,0,yes,faq,yes,task_keyword_mismatch; field_keyword_weak,15,reject,task_keyword_mismatch; field_keyword_weak,2026-06-30
hkust__pay_deposit__action_instruction__0169_02,HKUST,pay_deposit,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,I have received an admission offer online. What should I do next?,medium,43,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
